mun,edo,fecha,man,urban,d_victim_crime,n_victim_crime,d_murder,n_murder,d_dissappeared,family_dis,perception_sec
Mesones Hidalgo,Oaxaca,15feb2019,1,1,1,3,0,,1,0,3
Asunción Nochixtlán,Oaxaca,14feb2019,0,1,1,5,0,,1,0,3
Ahuacatlán,Nayarit,07mar2019,0,1,1,1,0,,1,0,3
Benito Juárez,Distrito Federal,05feb2019,1,1,1,3,0,,1,0,2
Caltepec,Puebla,16feb2019,0,1,1,2,0,,1,0,3
Santa Catarina,Nuevo León,25feb2019,1,1,1,1,1,3,1,0,3
Cuauhtémoc,Distrito Federal,02feb2019,1,1,1,3,1,3,1,1,3
Monterrey,Nuevo León,25feb2019,0,1,1,2,1,2,1,0,3
Fresnillo,Zacatecas,05mar2019,0,1,1,1,1,2,1,0,3
Iztapalapa,Distrito Federal,31jan2019,1,1,1,1,1,3,1,0,2
Puebla,Puebla,06feb2019,0,1,1,3,1,3,1,1,4
San Luis Potosí,San Luis Potosí,04mar2019,1,1,1,2,1,3,1,0,1
León,Guanajuato,13feb2019,1,0,1,9,1,2,1,0,4
Cuauhtémoc,Distrito Federal,13mar2019,1,1,1,2,1,3,1,0,2
Dolores Hidalgo,Guanajuato,12feb2019,0,1,1,10,0,,1,0,2
Othón P. Blanco,Quintana Roo,04mar2019,0,0,1,1,1,2,1,0,3
Metepec,Estado de México,03feb2019,1,1,1,1,0,,1,0,1
Eduardo Neri,Guerrero,28feb2019,0,1,1,2,1,1,1,1,4
Atizapán de Zaragoza,Estado de México,14feb2019,1,1,1,1,0,,1,0,3
Yautepec,Morelos,23feb2019,1,1,1,2,1,3,1,0,2
Cuencamé,Durango,22feb2019,1,1,1,1,0,,1,0,3
Parras,Coahuila,23feb2019,0,1,1,1,0,,1,0,2
Nicolás Romero,Estado de México,04feb2019,0,0,1,.a,1,1,1,0,4
Yautepec,Morelos,23feb2019,0,1,1,10,1,3,1,0,4
San Luis Río Colorado,Sonora,25feb2019,1,1,1,1,1,2,1,0,3
Valle de Chalco Solidaridad,Estado de México,04feb2019,1,1,1,3,0,,1,0,1
Iztacalco,Distrito Federal,13mar2019,1,1,1,1,1,3,0,0,2
Iztacalco,Distrito Federal,13mar2019,0,1,1,2,1,2,1,1,4
Tampico,Tamaulipas,03mar2019,1,1,1,1,0,,0,0,1
Tláhuac,Distrito Federal,04feb2019,1,1,1,2,0,,1,0,2
Yautepec,Morelos,22feb2019,0,1,1,2,1,1,1,0,4
Naucalpan de Juárez,Estado de México,11feb2019,1,1,1,1,0,,1,0,3
Querétaro,Querétaro,22feb2019,1,1,1,1,0,,1,0,1
Mérida,Yucatán,03mar2019,1,1,1,2,0,,1,0,3
Pachuca de Soto,Hidalgo,11feb2019,0,1,1,1,0,,0,0,4
Cuautitlán Izcalli,Estado de México,05feb2019,1,1,1,.b,0,,1,0,.b
Tlalnepantla de Baz,Estado de México,30jan2019,1,1,1,1,1,3,1,1,3
Mesones Hidalgo,Oaxaca,15feb2019,1,1,1,1,0,,1,0,1
Playa Vicente,Veracruz,10feb2019,1,1,1,3,1,3,1,0,2
Iztapalapa,Distrito Federal,30jan2019,1,1,1,1,1,2,1,0,4
Yautepec,Morelos,04mar2019,1,1,1,7,1,1,1,1,4
Gustavo A. Madero,Distrito Federal,04feb2019,1,1,1,2,1,2,1,0,4
Atizapán de Zaragoza,Estado de México,14feb2019,1,1,1,2,0,,1,1,3
Puebla,Puebla,06feb2019,1,1,1,1,0,,1,0,4
Zamora,Michoacán,08feb2019,0,1,1,3,1,3,1,0,2
Moroleón,Guanajuato,16feb2019,0,1,1,6,1,2,1,0,3
Ixtenco,Tlaxcala,05feb2019,0,1,1,1,0,,1,0,2
Iztapalapa,Distrito Federal,30jan2019,0,1,1,.b,1,1,1,0,2
Tlalnepantla de Baz,Estado de México,30jan2019,1,1,1,2,1,2,1,1,3
Alvaro Obregón,Distrito Federal,02feb2019,1,1,1,1,0,,1,0,3
Zumpango,Estado de México,01feb2019,0,1,1,3,0,,1,0,4
Benito Juárez,Distrito Federal,05feb2019,0,1,1,.a,1,3,1,0,.a
Tlalnepantla de Baz,Estado de México,30jan2019,0,1,1,4,1,.a,1,0,3
Iztapalapa,Distrito Federal,30jan2019,1,1,1,10,1,2,1,0,1
Nicolás Romero,Estado de México,04feb2019,0,0,1,1,0,,1,0,2
Navojoa,Sonora,23feb2019,0,1,1,1,0,,1,0,2
Ahuacatlán,Nayarit,07mar2019,1,1,1,9,0,,1,0,1
Tampamolón Corona,San Luis Potosí,03mar2019,1,1,1,1,1,1,1,0,4
Yautepec,Morelos,23feb2019,1,1,1,2,0,,1,0,4
Tampamolón Corona,San Luis Potosí,03mar2019,1,1,1,2,1,3,1,0,3
Saltillo,Coahuila,27feb2019,0,1,1,2,0,,1,0,3
Villa de Alvarez,Colima,12feb2019,1,1,1,2,1,3,1,0,2
Zapotlán El Grande,Jalisco,10feb2019,0,1,1,2,1,2,0,0,4
San Nicolás de los Garza,Nuevo León,26feb2019,0,1,1,1,0,,1,0,3
Matehuala,San Luis Potosí,02mar2019,1,1,1,2,1,3,1,0,3
Ahuacatlán,Nayarit,07mar2019,0,1,1,3,0,,1,0,3
Iztacalco,Distrito Federal,30jan2019,0,1,1,1,.a,,1,0,2
Zapopan,Jalisco,15feb2019,1,1,1,2,1,3,1,1,2
Ahuacatlán,Nayarit,06mar2019,0,1,1,2,0,,1,0,1
Coatzacoalcos,Veracruz,24feb2019,1,1,1,2,0,,1,0,4
Morelia,Michoacán,07feb2019,0,1,1,2,0,,1,0,3
Alvaro Obregón,Distrito Federal,02feb2019,0,1,1,2,0,,1,0,2
Nicolás Romero,Estado de México,04feb2019,0,0,1,1,1,2,1,0,3
Monterrey,Nuevo León,28feb2019,0,1,1,1,1,1,1,1,4
Zumpango,Estado de México,01feb2019,1,1,1,6,1,3,1,0,4
Cuautitlán Izcalli,Estado de México,06feb2019,1,1,1,2,1,3,1,0,3
Mérida,Yucatán,03mar2019,1,1,1,3,0,,1,0,2
Nicolás Romero,Estado de México,02feb2019,1,1,1,1,1,2,1,0,4
Angostura,Sinaloa,03mar2019,0,1,1,4,1,3,0,0,4
Atizapán de Zaragoza,Estado de México,05feb2019,1,1,1,3,1,2,1,0,3
Ocoyucan,Puebla,25mar2019,0,1,1,2,1,3,1,0,2
Villagrán,Tamaulipas,02mar2019,0,1,,,0,,0,0,.a
